,Target Name,"Target, Subunit, Species",Target Mutant/Chimera Details,Target Species (Bioactivity),Substance Action on Target,Substance Effect,Bioassay Category,Bioassay Name,Bioassay Details,Biological Species/NCBI ID,Medchem: Measurement Parameter,Unit,Qualitative value,Quantitative value,References,Canomical_Smiles,pChEMBL
2588,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCCC(C(N)=O)C3)cc2OC)ncc1Cl,1
2589,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C2CC2)n1,1
2590,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNC(=O)c1cc(F)ccc1Nc1nc(Nc2ccc(N3CCN(C(C)=O)CC3)cc2OC)ncc1Cl,1
2591,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,COc1c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)NC(C)C)n2)ccc(OC2CCN(C)CC2)c1F,1
2592,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC[C@@H](C(N)=O)C3)cc2OC)ncc1Cl,1
2593,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(OCCCN3CCOCC3)cc2OC)ncc1Br,1
2595,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(C(=O)NC)CC3)cc2OC)ncc1Cl,1
2607,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(OCCCN3CCN(C)CC3)cc2OC)ncc1Br,1
2596,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cccc3c2ccn3CCCN2CCOCC2)ncc1Br,1
2597,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C(C)=O)C(C)(C)C3)cc2OC)ncc1Cl,1
2598,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CCOCCOC1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NC)n3)c(OC)c2)CC1,1
2599,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,COc1cc(OCCN2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NC(C)C)n1,1
2600,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N3CCCC(C(N)=O)C3)ccc2OC)ncc1Cl,1
2601,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(N4CCCC4)CC3)cc2OC)ncc1Cl,1
2602,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,COc1cc(N2CCCC(C(N)=O)C2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C2CC2)n1,1
2603,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,COc1cc(N2CCC[C@@H](C(N)=O)C2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C2CC2)n1,1
2631,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(N4CCCC4)CC3)cc2OC)ncc1Cl,1
2605,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC[C@H](C(N)=O)C3)cc2OC)ncc1Cl,1
2606,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cccc3c2ccn3CCCN2CCN(C)CC2)ncc1Cl,1
2630,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N3CCC(N4CCCCC4)CC3)ccc2OC)ncc1Cl,1
2639,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CCNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(N4CCCC4)CC3)cc2OC)ncc1Cl,1
2632,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CCC(CC)NS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(OCCN3CCN(C)CC3)cc2OC)ncc1Cl,1
2633,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNC(=O)c1cc(N2CCCC2)ccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2OC)ncc1Cl,1
2662,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2006/21457; (2006); A3;,COc1ccc(Nc2ncc(Cl)c(Nc3ccc(N4CCN5CCOC[C@H]5C4)c4c3C(=O)N(C)C4)n2)c(OC)c1,1
2663,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2006/21457; (2006); A3;,COc1ccccc1Nc1ncc(Cl)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c3c2C(=O)N(C)CC3)n1,1
2664,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2006/21457; (2006); A3;,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCNCC3)c3c2C(=O)N(C)CC3)n1,1
2665,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(N4CCCCC4)CC3)cc2OC)ncc1Br,1
2666,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,COc1cc(N2CCN3CCOC[C@H]3C2)ccc1Nc1ncc(Cl)c(Nc2cccc3c2C(=O)N(C)C3)n1,1
2667,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/80393; (2005); A1;,COc1ccc(Nc2ncc3ccn(-c4cccc(Cl)c4)c3n2)c(C)c1,1
2668,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/80393; (2005); A1;,Cc1ccc(-c2ccncc2)cc1Nc1ncc2ccn(-c3ccccn3)c2n1,1
2447,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNC1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3)c(OC)c2)C1,1
2446,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CCCN(CCO)c1ccc(Nc2ncc(Br)c(Nc3ccccc3S(=O)(=O)NC)n2)c(C)c1,1
2445,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2C(=O)NC(C)C)n1,1
2444,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(OC3CCN(C)CC3)cc2OC)ncc1Cl,1
2443,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,1
2442,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(OC3CCN(C)CC3)cc2OC)ncc1Cl,1
2441,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CCN1CCC(Oc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)NC)n3)c(OC)c2)C1,1
2440,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNC1CCN(c2ccc(OC)c(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)NC)n3)c2)C1,1
2439,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(O)C3)cc2OC)ncc1Cl,1
2438,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,COc1cc(NC(C)(C)CO)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NC(C)C)n1,1
2437,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCNCC3)cc2OC)ncc1Br,1
2436,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,COc1ccc(N2CCOCC2)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1
2435,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNC(=O)c1ccccc1Nc1nc(Nc2cc(N3CCOCC3)ccc2OC)ncc1Br,1
2434,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(N(C)C)C3)cc2OC)ncc1Cl,1
2433,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N3CCOCC3)ccc2C)ncc1Br,1
2432,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,1
2431,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(NC)C3)cc2OC)ncc1Cl,1
2430,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCSCC3)cc2OC)ncc1Br,1
2661,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2006/21457; (2006); A3;,CN1Cc2c(N3CCC(C4CCN(C(=O)OC(C)(C)C)CC4)CC3)ccc(Nc3nc(Cl)ncc3Cl)c2C1=O,1
2660,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2006/21457; (2006); A3;,COc1ccc(Nc2nc(Cl)ncc2Cl)c2c1CCN(C)C2=O,1
2659,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNC(=O)c1cc(N2CCOCC2)ccc1Nc1nc(Nc2ccc(N3CCN(C(C)=O)CC3)cc2OC)ncc1Cl,1
2645,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CCN(CC)C(=O)C1CCCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)NC(C)C)n3)c(OC)c2)C1,1
2634,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OCCN3CCN(C(C)=O)CC3)ccc2OC)ncc1Cl,1
2635,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(N4CCCCC4)CC3)cc2OC)ncc1Cl,1
2636,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,COc1cc(N2CCC(N3CCCCC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1
2637,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNC(=O)c1ccccc1Nc1nc(Nc2cc(N3CCC(N4CCN(C)CC4)CC3)ccc2OC)ncc1Cl,1
2638,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,COc1cc(N2CCN(C3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1
2581,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,COc1cc(OCCN2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NC(C)C)n1,1
2640,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)cc2OC)ncc1Cl,1
2641,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N3CCC(N4CCN(C)CC4)CC3)ccc2OC)ncc1Cl,1
2642,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,COc1cc(N2CCC[C@H]2CN2CCCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NC(C)C)n1,1
2643,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),Enzymology inhibition,NaN,NaN,IC50,µM,=,0.001,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2004/80980; (2004); A1;,CNC(=O)c1c(C)cccc1Nc1nc(Nc2ccc(N3CCC(N4CCCCC4)CC3)cc2OC)ncc1Cl,1
